1044819242|$3.05|$3.05|0
1044820175|$1.00|$1.00|1
1044831955|$46.00|$22.00|2
1044843918|$14.97|$14.97|0
1044846301|$14.99|$14.99|0
1044846316|$41.00|$9.99|10
1044847509|$59.00|$10.00|7
1044848909|$4.00|$4.00|0
1044849628|$7.50|$7.50|1
1044850586|$14.95|$14.95|0
1044853098|$154.01|$150.00|2
1044855059|$39.99|$39.99|0
1044855531|$8.95|$8.95|0
1044861783|$3.25|$0.25|4
1044863124|$2.75|$2.50|2
1044863839|$34.00|$34.00|0
1044864736|$15.50|$1.00|5
1044864943|$20.00|$20.00|0
1044880223|$26.00|$19.99|3
1044880929|$22.26|$9.99|6
1044884674|$5.99|$5.99|1
1044884849|$18.99|$18.99|0
1044896146|$22.50|$22.50|0
1044896485|$14.99|$14.99|0
1044897718|$21.50|$20.00|3
1044908245|$24.99|$24.99|1
1044910123|$30.00|$30.00|0
1044913099|$7.00|$4.95|4
1044914830|$8.50|$8.50|0
1044917206|$2.99|$2.99|1
1044923263|$14.00|$14.00|0
1044938750|$15.83|$4.99|3
1044942087|$15.99|$15.99|0
1044942715|$8.99|$8.99|0
1044943868|$23.00|$23.00|0
1044944674|$9.99|$9.99|0
1044948773|$5.00|$5.00|0
1044953624|$6.50|$6.50|0
1044954717|$71.00|$9.99|8
1044955341|$12.50|$9.99|2
1044968142|$5.95|$5.95|0
1044968489|$150.00|$150.00|1
1044970243|$18.00|$18.00|0
1044982114|$124.95|$124.95|0
1044988356|$6.00|$6.00|0
1044993053|$4.95|$4.95|1
1044995614|$29.99|$29.99|0
1044996076|$19.99|$19.99|0
1044999719|$69.99|$69.99|0
1045001090|$9.95|$9.95|0
1045003409|$1.99|$1.99|1
1045005815|$139.95|$139.95|0
1045013883|$5.00|$5.00|0
1045014297|$18.50|$18.50|0
1045014900|$36.00|$20.00|6
1045017350|$4.00|$4.00|1
1045020620|$36.00|$36.00|0
1045021816|$3.00|$3.00|1
1045023344|$8.00|$8.00|0
1045023664|$179.00|$179.00|0
1045028393|$7.95|$7.95|0
1045028764|$42.00|$9.99|11
1045032333|$9.99|$9.99|0
1045033048|$20.00|$20.00|0
1045034546|$9.99|$9.99|0
1045034667|$40.00|$40.00|0
1045036517|$7.99|$7.99|0
1045041605|$25.00|$1.00|10
1045048091|$459.00|$459.00|0
1045048202|$245.00|$245.00|0
1045080370|$29.95|$29.95|0
1045080937|$24.95|$24.95|0
1045090378|$128.50|$128.50|0
1045100798|$19.00|$19.00|0
1045102327|$79.99|$79.99|0
1045104966|$12.00|$12.00|0
1045107350|$15.00|$15.00|1
1045110355|$19.95|$19.95|1
1045111305|$55.99|$55.99|1
1045114383|$18.99|$18.99|0
1045122521|$5.00|$5.00|0
1045125403|$7.02|$1.00|6
1045125754|$10.00|$10.00|0
1045128766|$9.95|$9.95|0
1045130515|$9.95|$9.95|0
1045138555|$10.99|$10.99|0
1045139541|$5.00|$5.00|1
1045143944|$17.50|$17.50|0
1045147623|$9.99|$9.99|0
1045154238|$9.99|$9.99|0
1045157743|$122.50|$1.00|17
1045164703|$71.99|$71.99|0
1045165699|$2.00|$2.00|0
1045170563|$4.75|$4.75|0
1045175503|$8.00|$8.00|0
1045178271|$75.00|$75.00|0
1045180169|$8.00|$8.00|1
1045180870|$1.00|$1.00|0
1045181453|$245.00|$245.00|1
1045186593|$12.00|$12.00|1
1045188109|$9.00|$9.00|1
1045188547|$152.50|$49.99|14
1045195481|$5.00|$5.00|0
1045196855|$9.95|$9.95|1
1045212403|$9.99|$9.99|0
1045218059|$1.99|$1.99|1
1045218598|$10.49|$9.99|2
1045221605|$325.00|$325.00|0
1045224300|$2.99|$2.99|1
1045231642|$40.00|$40.00|1
1045233300|$9.99|$9.99|0
1045233442|$12.00|$12.00|0
1045234402|$12.50|$12.50|0
1045234819|$1.99|$1.99|1
1045234876|$5.00|$5.00|1
1045237036|$12.99|$12.99|0
1045238762|$1.00|$1.00|1
1045240995|$19.99|$19.99|0
1045241431|$9.99|$9.99|0
1045241545|$19.99|$19.99|0
1045241826|$8.50|$8.50|0
1045246078|$1.00|$1.00|0
1045246222|$17.99|$17.99|0
1045251618|$5.00|$5.00|1
1045254741|$50.00|$50.00|0
1045258842|$9.99|$9.99|0
1045259468|$16.00|$16.00|0
1045260173|$20.00|$20.00|0
1045261977|$59.99|$59.99|0
1045264614|$3.99|$3.99|0
1045266160|$5.00|$5.00|0
1045266709|$32.95|$32.95|1
1045268293|$4.00|$4.00|0
1045269489|$19.99|$19.99|0
1045272701|$275.00|$275.00|1
1045274788|$2.99|$2.99|0
1045275048|$18.50|$1.00|3
1045278747|$16.40|$16.40|0
1045279551|$3.00|$3.00|0
1045280711|$60.00|$25.00|8
1045282425|$37.00|$37.00|0
1045284904|$24.75|$24.75|0
1045288166|$7.95|$7.95|0
1045291850|$4.99|$4.99|0
1045298651|$13.49|$9.99|3
1045299503|$30.00|$30.00|0
1045299669|$6.00|$6.00|0
1045301128|$4.99|$4.99|1
1045301946|$24.99|$24.99|0
1045302047|$25.00|$25.00|0
1045302410|$5.00|$5.00|0
1045302453|$28.00|$28.00|0
1045304791|$8.99|$8.99|0
1045307826|$1.49|$1.49|1
1045307931|$20.00|$20.00|0
1045308478|$4.25|$4.25|0
1045310980|$10.51|$6.00|3
1045314191|$5.99|$5.99|0
1045314314|$10.00|$10.00|0
1045317455|$7.00|$5.00|3
1045321693|$20.00|$20.00|0
1045321773|$12.95|$12.95|0
1045324904|$15.00|$15.00|0
1045327231|$4.99|$4.99|0
1045330340|$11.95|$11.95|0
1045333202|$5.00|$5.00|0
1045336733|$9.99|$9.99|0
1045341043|$14.00|$14.00|0
1045341232|$14.50|$14.50|0
1045341471|$10.00|$10.00|0
1045344452|$1.25|$1.00|2
1045345929|$4.50|$4.50|0
1045346056|$8.00|$8.00|0
1045346859|$5.99|$5.99|0
1045347222|$174.99|$174.99|0
1045348061|$555.02|$1.00|31
1045350187|$469.00|$469.00|0
1045350419|$369.00|$369.00|0
1045351274|$21.00|$21.00|0
1045351627|$7.99|$7.99|0
1045351652|$369.00|$369.00|0
1045351826|$6.99|$6.99|1
1045354249|$0.50|$0.50|0
1045358739|$1.25|$1.00|2
1045360853|$1.50|$1.50|0
1045361037|$9.99|$9.99|0
1045363331|$4.25|$1.00|2
1045365342|$9.99|$9.99|1
1045365533|$24.99|$24.99|0
1045367953|$14.95|$14.95|0
1045372296|$5.00|$5.00|1
1045372371|$7.99|$7.99|1
1045380204|$5.97|$5.97|0
1045382014|$6.00|$6.00|1
1045384231|$9.99|$9.99|0
1045385330|$19.75|$19.75|0
1045387051|$5.00|$5.00|1
1045388760|$8.50|$1.00|4
1045390166|$3.95|$3.95|0
1045393477|$1.00|$1.00|0
1045394164|$5.50|$1.00|4
1045399008|$9.99|$9.99|0
1045404382|$24.99|$9.00|4
1045405868|$0.55|$0.01|2
1045406109|$40.00|$40.00|0
1045406821|$45.00|$9.95|8
1045407232|$2.25|$2.00|2
1045411293|$9.00|$9.00|0
1045411403|$24.95|$24.95|1
1045413526|$8.95|$8.95|0
1045413825|$49.99|$49.99|0
1045415692|$9.00|$9.00|0
1045416099|$9.99|$9.99|0
1045416950|$8.99|$8.99|0
1045419344|$9.99|$9.99|0
1045421406|$7.99|$7.99|0
1045422574|$6.52|$4.99|2
1045425068|$14.99|$14.99|0
1045425542|$5.00|$5.00|0
1045425917|$4.99|$4.99|0
1045431640|$6.99|$6.99|1
1045433256|$0.99|$0.99|1
1045438020|$30.00|$30.00|0
1045438202|$21.00|$21.00|1
1045438837|$18.50|$18.50|0
1045443230|$12.99|$12.99|0
1045447604|$3.00|$3.00|0
1045449303|$7.50|$7.50|0
1045452503|$17.00|$17.00|0
1045453249|$16.50|$16.50|0
1045456564|$5.99|$5.99|1
1045456771|$7.75|$7.75|0
1045460719|$102.50|$1.99|13
1045461511|$1.00|$1.00|0
1045462001|$1.00|$1.00|0
1045463362|$14.99|$14.99|0
1045464047|$14.99|$14.99|0
1045468095|$24.99|$24.99|0
1045468544|$4.25|$4.25|0
1045468872|$9.75|$9.75|0
1045471787|$14.95|$14.95|1
1045473268|$2.00|$2.00|1
1045473347|$2.00|$2.00|0
1045477459|$3.99|$3.99|1
1045477615|$4.50|$4.50|1
1045478180|$34.00|$9.95|6
1045478376|$1.99|$1.99|0
1045480931|$2.49|$2.49|1
1045480969|$32.95|$32.95|0
1045481175|$2.00|$2.00|1
1045481434|$9.99|$9.99|0
1045481868|$2.00|$2.00|1
1045481985|$4.99|$4.99|0
1045483038|$14.00|$14.00|0
1045483617|$12.00|$12.00|0
1045485650|$4.99|$4.99|0
1045486382|$18.00|$18.00|0
1045486995|$2.00|$2.00|1
1045488593|$8.99|$8.99|0
1045489344|$1.00|$1.00|1
1045491776|$4.95|$4.95|0
1045493359|$18.99|$18.99|1
1045493882|$3.95|$3.95|0
1045493963|$10.00|$5.99|4
1045494090|$21.95|$21.95|0
1045494393|$19.95|$19.95|1
1045495205|$1.99|$1.99|0
1045495328|$14.99|$14.99|1
1045504133|$22.95|$22.95|0
1045504875|$7.99|$7.99|0
1045505212|$14.99|$14.99|0
1045508755|$84.99|$84.99|0
1045510294|$14.95|$14.95|0
1045512636|$3.25|$2.99|2
1045516588|$9.99|$9.99|0
1045516919|$7.99|$7.99|1
1045520156|$6.00|$6.00|0
1045521656|$3.99|$3.99|0
1045522967|$24.95|$24.95|0
1045523926|$10.00|$8.00|3
1045524027|$177.50|$1.00|6
1045533758|$2.49|$2.49|0
1045535889|$3.00|$3.00|0
1045541095|$61.00|$45.00|7
1045543530|$4.99|$4.99|0
1045546047|$5.00|$5.00|0
1045548723|$32.00|$27.00|2
1045551724|$22.50|$22.50|0
1045553108|$8.50|$8.00|3
1045556104|$9.99|$9.99|0
1045556364|$8.00|$8.00|0
1045557193|$49.00|$49.00|0
1045558134|$7.95|$7.95|0
1045560663|$22.50|$22.50|0
1045562364|$62.01|$1.00|5
1045568348|$1.25|$1.00|2
1045570474|$9.99|$9.99|0
1045570482|$7.99|$7.99|0
1045570669|$6.99|$6.99|0
1045573947|$97.50|$97.50|0
1045577527|$2.00|$2.00|0
1045577561|$9.99|$9.99|1
1045578379|$19.99|$19.99|0
1045582030|$12.99|$12.99|0
1045584095|$0.99|$0.99|1
1045584268|$19.99|$19.99|0
1045585905|$4.95|$4.95|1
1045585978|$4.99|$4.99|0
1045586641|$21.50|$19.99|2
1045588543|$6.00|$6.00|0
1045590166|$20.50|$14.99|2
1045591004|$2.75|$2.75|0
1045593599|$6.50|$5.75|3
1045594176|$19.99|$19.99|0
1045596448|$9.99|$9.99|1
1045598437|$250.00|$250.00|0
1045599241|$22.00|$22.00|0
1045601612|$14.99|$14.99|0
1045602125|$14.95|$14.95|0
1045602170|$8.00|$1.00|4
1045602986|$9.99|$9.99|1
1045604603|$4.70|$4.20|2
1045606939|$14.95|$14.95|0
1045608236|$3.25|$1.99|5
1045609290|$24.99|$24.99|0
1045609361|$2.00|$2.00|0
1045612863|$6.00|$6.00|0
1045615794|$50.00|$50.00|0
1045615887|$2.99|$2.99|1
1045617280|$1.00|$1.00|0
1045618119|$5.00|$5.00|0
1045632120|$6.27|$4.00|2
1045634599|$9.99|$9.99|1
1045635023|$9.99|$9.99|1
1045641581|$75.00|$75.00|0
1045647851|$7.99|$7.99|0
1045648841|$17.99|$17.99|0
1045652705|$10.99|$10.99|0
1045653591|$16.50|$16.50|0
1045655459|$20.00|$9.99|5
1045655586|$3.99|$3.99|0
1045655611|$11.73|$9.95|2
1045657358|$1.99|$1.99|0
1045657408|$1.99|$1.99|0
1045657799|$15.50|$0.01|8
1045664346|$2.00|$2.00|1
1045671817|$16.00|$15.00|2
1045671883|$35.00|$35.00|0
1045677283|$22.50|$22.50|1
1045677572|$0.99|$0.99|1
1045678297|$4.00|$4.00|1
1045678903|$4.99|$4.99|0
1045679123|$3.00|$3.00|0
1045680516|$4.00|$4.00|1
1045680577|$25.00|$25.00|0
1045681492|$8.99|$8.99|0
1045681675|$3.00|$3.00|0
1045683252|$26.00|$24.95|2
1045684594|$4.99|$4.99|0
1045688690|$19.95|$19.95|1
1045689513|$5.00|$5.00|0
1045692163|$1.00|$1.00|0
1045696657|$6.99|$6.99|0
1045697315|$7.95|$7.95|0
1045698576|$1.80|$1.00|2
1045699221|$9.00|$9.00|0
1045699348|$82.50|$9.99|18
1045700537|$9.00|$9.00|1
1045702702|$91.00|$9.99|11
1045703148|$3.00|$3.00|1
1045704363|$46.00|$10.00|14
1045705706|$17.99|$17.99|0
1045710634|$2.75|$2.75|0
1045711485|$49.99|$49.99|0
1045716476|$1.00|$1.00|0
1045719451|$3.00|$3.00|0
1045722461|$12.50|$12.50|0
1045722507|$12.50|$12.50|0
1045723239|$16.99|$16.99|0
1045723355|$14.95|$14.95|0
1045724030|$9.99|$9.99|0
1045724759|$14.99|$14.99|0
1045725925|$2.50|$2.50|0
1045728189|$3.00|$3.00|0
1045728214|$3.00|$3.00|0
1045730799|$100.00|$100.00|0
1045731418|$15.49|$14.99|2
1045732786|$8.50|$3.99|4
1045732931|$2.99|$2.99|0
1045738337|$1.99|$1.99|1
1045739279|$42.00|$39.99|2
1045742100|$3.59|$3.59|0
1045743020|$31.00|$3.99|7
1045746374|$7.00|$7.00|0
1045746742|$9.95|$9.95|1
1045747129|$100.00|$100.00|0
1045747332|$7.99|$7.99|1
1045748248|$3.99|$3.99|0
1045748611|$19.99|$19.99|0
1045750612|$25.99|$9.99|5
1045754011|$8.50|$8.50|1
1045754969|$37.77|$0.10|10
1045756299|$3.99|$3.99|0
1045756410|$1.00|$1.00|1
1045756544|$24.99|$24.99|0
1045757105|$2.00|$2.00|1
1045757611|$18.50|$18.00|2
1045758137|$11.50|$10.00|2
1045761123|$3.00|$3.00|1
1045761545|$5.99|$5.99|0
1045764509|$5.99|$5.99|1
1045767117|$8.50|$5.00|3
